tweet_text,emotion_type,product_mention
#SXSW a tougher crowd than Colin Quinn RT @mention Hey Marissa Mayer Please tell us something new Not about products Google launched months ago,Negative emotion,Google
Glad I brought my #Mac to #SXSW! PC clearly not cool in this environment. May walk around with #thePlatform iPad,Positive emotion,Apple
If you thought people spent a lot of time staring at their iPhone last year at #sxsw ...just wait.,no emotion,Apple
Haven't bought your #iPad 2 yet? Going to #SXSW? Check out Apple's pop-up store. {link},no emotion,Apple
My life would be so much better with an iPad. #brainwashed #lines #SXSW,Positive emotion,Apple
Google should do a Doodle for #SXSW.,no emotion,Google
Alarms should go off if you allow users to generate content! - says Google's Richard Salgado #privacybootcamp #sxsw,no emotion,Google
And it should go without saying.... google bread is going to be AMAZING!!!! #sxsw #googlebread,Positive emotion,Google
Privacy Could Headline Google Circles Social Network Reveal Later Today [Social Networks] {link} #ACLU #GoogleCircles #SXSW,no emotion,Google
"#Google could launch a 'major' new social network called Circles, possibly today: {link} #SXSW Remake of Wave?",no emotion,Google
Apple announces pop-up store at #SXSW. See our take on the future of pop-up stores here: {link},no emotion,Apple
"Already found our song of #sxsw thanks to  @mention &quot;Iphone, blackberry, iphone, blackberry. Iphone, blackberry, iphone, blackberry!&quot;",no emotion,Apple
Gowalla founder started with sketches of what passport stamps would look like on the newly released iPhone #sxsw @mention,no emotion,Apple
@mention our Android &amp; iPhone app launches at #sxsw also. keep your handy lil device updated w/event info {link} #eventseekr,Positive emotion,Both
"Promote your film, band or app with @mention iPhone game! {link} shout me out #sxswi #sxsw #ncbshow",no emotion,Apple
Half an hour into #futureoftouch  first mention of ipad by our Microsoft speakers #sxsw,no emotion,Apple
Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link},Positive emotion,Apple
Show me your mustache and monocle.  #google #freedrinks #sxsw #hipsters,no emotion,Google
But are your phones staying charged? My crappy #iPhone would never handle #SXSW! RT @mention @mention @mention no sleep crazyfest!!!!!!,Negative emotion,Apple
@mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link},Positive emotion,Both
"What??? four South Africans, who capped off a 35-hour plane trip to #SXSW with a nine-hour wait in the iPad line...{link}",Positive emotion,Apple
At the #yourmom iPad design talk. #SXSW,no emotion,Apple
"Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw",Negative emotion,Apple
I am jealous to see people with the iPad 2 take photos with it. #IwantaCameraonmyiPad #SXSW,Positive emotion,Apple
"Checking out -- Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",no emotion,Apple
Checking out @mention - iPhone app for finding a car service. #sxsw,no emotion,Apple
Checking-out Designing for Android session at SXSW.#SXSW #UXAmandroid,no emotion,Google
Checking out Google's @mention keynote at #sxsw #mkesxsw who is from Wisconsin!,Positive emotion,Google
"checking out iPad 2 @mention the #sxsw pop-up store (@mention Apple Store, SXSW w/ 17 others) {link}",Positive emotion,Apple
"Checking out iPad Design Headaches
schedule.sxsw.com/events/event_IAP5507 #SXSW #tapworthy",no emotion,Apple
"Checking out iPad Design Headaches (2 Tablets, Call in the Morning).
{link} #SXSW #tapworthy #fb",Negative emotion,Apple
Checking out iPad Design Headaches (author Josh Clark) #Tapworthy #SXSW,no emotion,Apple
It was about pen and ink and #miamibeach for me. But for now it's all iPhone and #sxsw for the next week.,Positive emotion,Apple
"Checking out Poked, Liked &amp; Re-Tweeted: A Google Love Story at SXSW.  #SXSW #sxsw15 #sxswiC",no emotion,Google
"Checking out Q&amp;A W/ Google, Bing On Website Ranking at #SXSW.
{link} #qagb",no emotion,Google
Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb,no emotion,Google
Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb #raidsxsw,no emotion,Google
Checking out Staying Alive: Can Indie iPhone Game Development Survive? at #SXSW #StayingAlive,no emotion,Apple
Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},Positive emotion,Apple
"Checking out the new Fast Society app. for iPhone ... Kinda like a group FourSquare, nice for #sxsw. Thanks to @mention for sharing!",Positive emotion,Apple
Checking out the pop up Apple Store at #SXSW,no emotion,Apple
Check it out! Great &amp; v. effective enviro app by @mention : Which Bin - {link} (iPhone 3gs+) #sxsw #sxswi #greatergood,Positive emotion,Apple
Traffic routing feature of Google Maps saves 2 years per day in terms of wasted time in traffic #SXSW,Positive emotion,Google
The line outside the #SXSW Apple pop-up store. #wasteoftimeatsxsw {link},no emotion,Apple
The line outside the pop-up Apple store was crazy-long. This festival gets more entertaining every day. #sxsw,Positive emotion,Apple
Banks innovate or die is a great session. &quot;250k customers joined bank of america when they were 1st to release an iPhone app&quot; #sxsw,Positive emotion,Apple
"For the love of god, I need a macbook pro charger. The apple store on congress is closed. Where in Austin can I get one? #sxsw",no emotion,Apple
Totally love the copia cocoon messenger iPad bag I picked up for attending the redbox/gilt group/graphic.ly sesh this morning! #sxsw,Positive emotion,Apple
I would love to meet u!! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam. showing my new iPhone game. #SXSW,no emotion,Apple
Let me know also RT @mention Anyone know if #SXSW Apple Store still has iPads?,no emotion,Apple
"Anyone know an iPhone twitter app that will search for hashtags only from those that you follow? I don't always want all #SXSW, only some.",no emotion,Apple
Anyone know any android devs at #sxsw? let me know - there's a startup in need of help.,no emotion,Google
It only now dawned on me that the iPad 2 launch was timed to coincide with #SXSW to gain maximum #tech #hipster attention. #genius #apple,Positive emotion,Apple
Anyone know how long the line is at the  #sxsw #apple store on Congress?,no emotion,Apple
Anyone know if #SXSW Apple Store still has iPads?,no emotion,Apple
Anyone know if the #sxsw Apple store sells MacBook batteries? #sxswi,no emotion,Apple
anyone know if the apple store at #sxsw still has ipads? or is likely to run out today?,no emotion,Apple
Anyone know if the pop-up Apple store on 6th &amp; Congress is sold out of 3G iPads yet?  #SxSw #Apple #SxSwi,no emotion,Apple
Strange how little Japan news penetrates #SXSW bubble. Only bar TVs on CNN suggest anything more important than iPad 2 is going on. #fb,no emotion,Apple
Anyone know location of apple pop up store at #sxsw?,no emotion,Apple
Anyone know the hours of the Apple pop-up store in Austin? #SxSW,no emotion,Apple
Anyone know the hours on the #sxsw Apple store? Kinda' hoping it's open 24 hours...,Positive emotion,Apple
"Wonders how this #SXSW creeps up every year and I still manage to not know about it! Stop, please, I'll #google.",no emotion,Google
Anyone Know what the hours are for the Apple store at #SXSW?,no emotion,Apple
Anyone know what the ipad situation is at the Apple popup store? What do they have in stock? #sxsw #sxswi,no emotion,Apple
Anyone know what the line is like at the popup Apple store? #SXSW #ipad2,Positive emotion,Apple
Anyone know what time Apple popup store in Austin closes tonite? #SXSW #sxtxstate #iPad apple,no emotion,Apple
Anyone know what time the iPad/apple store opens on 6th and congress? #sxsw,no emotion,Apple
Anyone know where I can buy a waterproof ipad case/pouch in Austin? #sxsw,no emotion,Apple
Anyone know where I'll be able to find a video of Marissa Mayer's #SXSW presentation? #Google,Positive emotion,Google
How to know you're a geek #16162: when you cross the road to take a picture of an Apple pop-up store #sxsw  {link},Positive emotion,Apple
Google showcase peak view of new Google Maps (vector-based maps) at #sxsw #marissagoogle,no emotion,Google
"Google showing off google places with hotpot allows u to post review of place, goes in search results, maps for friends to see, others #sxsw",Positive emotion,Google
Google showing preview of next-gen Blogger interface at #SXSW  {link} #cnet,no emotion,Google
Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw,Positive emotion,Google
"Dennis Crowley on competitors: I think we're starting to compete against the bigger guys, facebook, google #checkins  #sxsw",no emotion,Google
"The Linkdown (non-#SXSW edition): iPad art show, RISE Austin, World Poopin' Day, social media events, more: {link}",no emotion,Apple
"Rolling down Congress past the Apple popup store for #SXSW (@mention Social Shuttle (Austin), from Social Media Club) [pic]: {link}",no emotion,Apple
Sitting down in the indie iPhone dev session. #Sxsw let's see what this is like...,no emotion,Apple
Sitting down to accessibility and disabilities and iPad. #sxsw,no emotion,Apple
#SxSW - Downtown Austin Apple Store: Congress &amp; West 6th Street. (answered my own question the old fashion way... I googled it).,no emotion,Both
Google knows everything!! Map of people traffic around the world #sxtxstate #sxsw {link},Positive emotion,Google
Setting up a pop up shop @mention #SXSW was the smartest move for the iPad IMHO  | Developers Matter the Most for iPad 2 -  {link},Positive emotion,Apple
The Pop-up Apple Store at #sxsw  got a shipment of iPad 2's. Go get em #iPad2,no emotion,Apple
"RIM and HP are going to lease stores next door, and put up ÛÏComing SoonÛ signs' {link} &lt;@mention on Apple at #SxSW",no emotion,Apple
The lineup at the #sxsw Apple pop up store.  {link},no emotion,Apple
just a tip for @mention iphone users. turn down your screen brightness (way down) to conserve battery power. huge difference! #sxsw,no emotion,Apple
Setting up for the Google #gsdm  #sxsw party. It's going to be a-ma-zing. Check out events at sxsurrogates.com and come on out.,Positive emotion,Google
Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Negative emotion,Google
The #atzip iPhone app has been released in time for #sxsw. No waiting in line for Bar 96  Bands if you have the app.    {link},Positive emotion,Apple
Setting up my iPad2 - very swift and upbeat service this morning at the #SXSW Apple pop-up store.,Positive emotion,Apple
Juicing up my iPhone. Thanks chevy volt boothe! #sxsw,no emotion,Apple
Loading up my iPhone w/ apps in prep for #sxsw. I'm curious to see what rises to the top.,Positive emotion,Apple
This group next to me has 6 ppl @mention the table. Everyone is using thier phone/ipad instead of taking to each other. #SXSW,no emotion,Apple
First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,Positive emotion,Apple
#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,Positive emotion,Apple
#Apple pop up store at #sxsw selling the new iPad. {link},no emotion,Apple
#Apple pop up store at #SXSW? {link} #tech,no emotion,Apple
#apple pop up store making an appearance for #austin and #sxsw. {link},no emotion,Apple
#apple pop-up store in #austin for #sxsw and #ipad2 launch! @mention thought you'd appreciate :-) {link} {link},no emotion,Apple
#Apple Pop-Up Store Selling #iPad2 At #SXSW {link} via @mention #Tech #Retail,no emotion,Apple
#GSDM &amp; #Google The Industry Party for #SXSW is on. And @mention is in the house.,no emotion,Google
Geeks &amp; gadgets are today's superstars. People lined up for 3 hrs at the sxswpopup shop to buy ipad 2 &amp; girls begging 2 hug d crowley. #sxsw,no emotion,Apple
"Droid &amp; Mac here :) RT @mention My #agnerd confession, using laptop, iPad &amp; blackberry to follow #SXSW from afar to see #agchat rock",no emotion,Apple
My #AT&amp;T iPhone user friends keep borrowing my #Verizon iPhone to chk their #sxsw schedules...their networks are ridiculously slow! :-),Positive emotion,Apple
#SXSW #tip10 Make sure to bring your iPhone charger with you. You can recharge while you are at a party. #cnnsxsw {link},no emotion,Apple
